#1:iter	2:compliance	3:duration	4:volume	5:physical_volume	6:physical_greyness	7:nObj
31 	1087.6 	0.08 	0.199986 	0.0876857 	0.144844 	32
32 	1079.03 	0.078 	0.199986 	0.0896643 	0.143224 	33
33 	1209.4 	0.076 	0.199978 	0.0710938 	0.131981 	34
34 	1131.85 	0.073 	0.199982 	0.0792905 	0.139861 	35
35 	1111.07 	0.08 	0.199983 	0.0827837 	0.142879 	36
36 	1059.5 	0.072 	0.199987 	0.0938228 	0.14185 	37
37 	1049.68 	0.122 	0.199988 	0.0956243 	0.143897 	39
38 	1036.22 	0.102 	0.199989 	0.0984457 	0.145517 	40
39 	1019.26 	0.113 	0.19999 	0.102714 	0.145476 	41
40 	1003.87 	0.089 	0.199992 	0.107239 	0.145498 	42
41 	1045.62 	0.071 	0.199988 	0.0964447 	0.144863 	43
42 	1031.59 	0.075 	0.199989 	0.0993574 	0.145432 	44
43 	1029.23 	0.091 	0.199989 	0.0997126 	0.145531 	45
44 	1024.08 	0.083 	0.19999 	0.100868 	0.146107 	46
45 	1021.3 	0.082 	0.19999 	0.101935 	0.146419 	47
46 	1021.53 	0.119 	0.19999 	0.102112 	0.14628 	49
47 	1022.61 	0.082 	0.199989 	0.101861 	0.145896 	50
48 	1022.66 	0.09 	0.199989 	0.101838 	0.146014 	51
49 	1022.2 	0.075 	0.199989 	0.101935 	0.145959 	52
50 	1021.42 	0.081 	0.199989 	0.102347 	0.145914 	53
51 	1020.27 	0.079 	0.199989 	0.102523 	0.146146 	54
52 	1020.39 	0.097 	0.199989 	0.102497 	0.146053 	55
53 	1018.84 	0.082 	0.199989 	0.102581 	0.14643 	56
54 	1018.74 	0.073 	0.199989 	0.10245 	0.146158 	57
55 	1018.09 	0.097 	0.199989 	0.102749 	0.146056 	58
56 	1016.7 	0.082 	0.199989 	0.102948 	0.14639 	59
57 	1016.12 	0.076 	0.199989 	0.102944 	0.14641 	60
58 	1016.11 	0.093 	0.199989 	0.102881 	0.146095 	61
59 	1015.39 	0.092 	0.199989 	0.102902 	0.146135 	62
60 	1014.81 	0.075 	0.199989 	0.103135 	0.146281 	63
61 	1014.23 	0.076 	0.199989 	0.103104 	0.146454 	64
62 	1013.37 	0.079 	0.199989 	0.103527 	0.146396 	65
63 	1012.94 	0.106 	0.199989 	0.103476 	0.146359 	67
64 	1012.08 	0.093 	0.199989 	0.103481 	0.146605 	68
65 	1012 	0.078 	0.199989 	0.103391 	0.146403 	69
66 	1011.77 	0.077 	0.199989 	0.103428 	0.146228 	70
67 	1011.64 	0.08 	0.199989 	0.103458 	0.146169 	71
68 	1011.44 	0.073 	0.199989 	0.103423 	0.146328 	72
69 	1011.01 	0.091 	0.199989 	0.103455 	0.146593 	73
70 	1010.96 	0.117 	0.199989 	0.10349 	0.146678 	75
71 	1010.75 	0.077 	0.199989 	0.103489 	0.146792 	76
72 	1010.82 	0.115 	0.199989 	0.103463 	0.14672 	77
73 	1010.43 	0.104 	0.199989 	0.103539 	0.146868 	78
74 	1010.34 	0.081 	0.199989 	0.103597 	0.146762 	79
75 	1010.02 	0.102 	0.199989 	0.103638 	0.146809 	80
76 	1010 	0.188 	0.199989 	0.103614 	0.146683 	84
77 	1009.97 	0.099 	0.199989 	0.103555 	0.14657 	85
78 	1009.74 	0.07 	0.199989 	0.103615 	0.14656 	86
79 	1009.52 	0.197 	0.199989 	0.103697 	0.146703 	92
80 	1009.03 	0.073 	0.199989 	0.103874 	0.147027 	93
81 	1008.24 	0.093 	0.199989 	0.104058 	0.147005 	94
82 	1007.18 	0.1 	0.199989 	0.104216 	0.146892 	95
83 	1006.29 	0.081 	0.199989 	0.104355 	0.147173 	96
84 	1005.23 	0.082 	0.199989 	0.104278 	0.147574 	97
85 	1004.62 	0.106 	0.199989 	0.104424 	0.14739 	98
86 	1004.15 	0.081 	0.199989 	0.104527 	0.147288 	99
87 	1003.78 	0.083 	0.199989 	0.10459 	0.147427 	100
88 	971.625 	0.08 	0.199992 	0.114796 	0.146474 	101
89 	962.091 	0.074 	0.199993 	0.118535 	0.142939 	102
90 	954.122 	0.077 	0.199994 	0.121883 	0.141462 	103
91 	945.501 	0.085 	0.199996 	0.125578 	0.141063 	104
92 	941.44 	0.078 	0.199996 	0.127445 	0.140959 	105
93 	941.363 	0.078 	0.199996 	0.127298 	0.14097 	106
94 	937.139 	0.079 	0.199997 	0.12913 	0.139784 	107
95 	936.015 	0.084 	0.199997 	0.12937 	0.140068 	108
96 	948.202 	0.085 	0.199995 	0.123993 	0.140915 	109
97 	940.656 	0.081 	0.199996 	0.126662 	0.141993 	110
98 	939.509 	0.073 	0.199996 	0.127162 	0.141667 	111
99 	939.208 	0.074 	0.199996 	0.127256 	0.141859 	112
100 	938.374 	0.091 	0.199996 	0.127451 	0.141819 	113
101 	938.092 	0.085 	0.199996 	0.1275 	0.141806 	114
102 	937.769 	0.085 	0.199996 	0.127546 	0.141928 	115
103 	937.472 	0.084 	0.199996 	0.1276 	0.141806 	116
104 	937.063 	0.089 	0.199996 	0.127687 	0.141592 	117
105 	936.848 	0.079 	0.199996 	0.127837 	0.141577 	118
106 	936.776 	0.078 	0.199996 	0.127868 	0.14143 	119
107 	936.761 	0.085 	0.199996 	0.127841 	0.141569 	120
108 	936.746 	0.115 	0.199996 	0.127828 	0.141627 	121
109 	924.133 	0.121 	0.199998 	0.13458 	0.137275 	122
110 	921.493 	0.084 	0.199999 	0.136351 	0.136233 	123
111 	922.982 	0.086 	0.199999 	0.135543 	0.13683 	124
112 	922.692 	0.089 	0.199999 	0.135692 	0.136782 	125
113 	921.893 	0.078 	0.199999 	0.136102 	0.136467 	126
114 	921.492 	0.091 	0.199999 	0.136093 	0.136894 	127
115 	925.952 	0.121 	0.199998 	0.133239 	0.138185 	128
116 	923.825 	0.094 	0.199998 	0.134346 	0.137543 	129
117 	923.638 	0.093 	0.199998 	0.13456 	0.137302 	130
118 	923.433 	0.089 	0.199998 	0.134638 	0.137615 	131
119 	923.432 	0.079 	0.199998 	0.134691 	0.137454 	132
120 	923.448 	0.092 	0.199998 	0.13471 	0.137357 	133
121 	923.447 	0.092 	0.199998 	0.134741 	0.137291 	134
122 	923.421 	0.085 	0.199998 	0.134877 	0.137218 	135
123 	923.431 	0.185 	0.199998 	0.134849 	0.137117 	142
124 	923.431 	0.081 	0.199998 	0.134855 	0.137122 	143
125 	923.43 	0.087 	0.199998 	0.134852 	0.137135 	144
126 	923.433 	0.09 	0.199998 	0.134848 	0.137133 	145
127 	917.571 	0.088 	0.2 	0.138612 	0.13489 	146
128 	916.594 	0.084 	0.2 	0.139417 	0.134341 	147
129 	915.988 	0.089 	0.2 	0.139978 	0.133913 	148
130 	915.652 	0.08 	0.2 	0.140317 	0.133611 	149
131 	915.565 	0.083 	0.2 	0.140405 	0.13352 	150
132 	915.463 	0.091 	0.2 	0.140509 	0.133456 	151
133 	915.435 	0.088 	0.2 	0.140503 	0.133531 	152
134 	915.429 	0.086 	0.2 	0.140516 	0.133517 	153
135 	915.424 	0.101 	0.2 	0.140526 	0.133511 	154
136 	915.424 	0.08 	0.2 	0.140529 	0.133511 	155
137 	915.424 	0.084 	0.2 	0.140529 	0.133511 	156
138 	915.423 	0.085 	0.2 	0.14053 	0.133511 	157
139 	915.423 	0.296 	0.2 	0.14053 	0.133507 	164
140 	915.423 	0.092 	0.2 	0.140533 	0.1335 	165
141 	915.423 	0.093 	0.2 	0.140532 	0.133502 	166
142 	915.423 	0.083 	0.2 	0.140532 	0.133502 	167
143 	915.423 	0.113 	0.2 	0.140532 	0.133501 	169
144 	915.423 	0.079 	0.2 	0.140532 	0.133501 	170
145 	915.423 	0.084 	0.2 	0.140533 	0.133501 	171
146 	915.423 	0.197 	0.2 	0.140533 	0.133501 	177
147 	915.423 	0.089 	0.2 	0.140533 	0.133501 	178
148 	915.423 	0.084 	0.2 	0.140533 	0.133501 	179
